RoomTypes
"Deluxe Room, 1 King Bed"
"Standard Room, 1 King Bed, Accessible"
"Grand Corner King Room, 1 King Bed"
"Suite, 1 King Bed (Parlor)"
"High-Floor Premium Room, 1 King Bed"
"Traditional Double Room, 2 Double Beds"
"Room, 1 King Bed, Accessible"
"Deluxe Room, 1 King Bed"
Deluxe Room
"Room, 2 Double Beds (19th to 25th Floors)"
"Room, 1 King Bed (19th to 25 Floors)"
Deluxe Room
"Junior Suite, 1 King Bed with Sofa Bed"
"Signature Room, 2 Queen Beds"
"Signature Room, 1 King Bed"
"Premium Room, 2 Queen Beds"
"Studio, 1 King Bed with Sofa bed, Corner"
"Club Room, 2 Queen Beds"
"Club Room, 1 King Bed"
"Club Room, Premium 2 Queen Beds"
"Suite, 1 Bedroom"
"Deluxe Room, City View"
"Deluxe Room, Lake View"
"Club Room, City View (Club Lounge Access for 2 guests)"
"Club Room, Lake View (Club Lounge Access for 2 guests)"
"Deluxe Room, 1 King Bed"
"Deluxe Room, 2 Queen Beds"
"Premier Room, 1 King Bed (Royal Club)"
"Room, 2 Double Beds, Non Smoking"
"Room, 1 King Bed, Non Smoking (LEISURE)"
"Executive Room, 1 King Bed, Non Smoking"
"Suite, 1 King Bed, Non Smoking"
"Room, 1 Queen Bed, Non Smoking (Fairmont Room)"
"Luxury Room, 1 Queen Bed, Non Smoking"
"Luxury Room, 1 King Bed, Non Smoking"
"Luxury Room, 2 Double Beds, Non Smoking"
"Deluxe Room, 1 King Bed, Non Smoking"
"Signature Room, 2 Double Beds, Non Smoking"
"Signature Room, 1 King Bed, Non Smoking"
"Fairmont Gold, Suite, 1 King Bed, Non Smoking"
"Room, 1 King Bed, Non Smoking, Business Lounge Access (Fairmont Gold)"
"Room, 1 King Bed"
Double Room
"Business Plan, 1 King Bed"
"Room, 1 Queen Bed, City View"
"Business Double Room, 2 Double Beds"
"Room, 2 Queen Beds, City View"
Deluxe Suite
"Room, 1 Queen Bed, Accessible, Bathtub"
"Room, 1 King Bed"
"Room, 2 Double Beds"
"King Room, Suite, 1 King Bed with Sofa bed"
"Deluxe Suite, 1 King Bed, Non Smoking, Kitchen"
"Deluxe Room, 1 King Bed"
"Premier Room, 1 King Bed"
Premier Twin Room
"Suite, 1 Bedroom"
"Deluxe Suite, 1 Bedroom"
"Classic Room, 1 King Bed"
"Luxury Room, 2 Queen Beds (Prestige)"
"Signature Suite, 1 Bedroom"
"Traditional Room, 1 King Bed"
"Room, 1 Queen Bed"
"Room, Accessible"
"Deluxe Room, 1 Queen Bed (High Floor)"
"Premium Room, 1 King Bed"
"Premium Room, 1 Queen Bed"
"Room, 1 King Bed, Pool View"
"Room, 2 Queen Beds, Garden View"
"Club Room, 1 King Bed"
"Club Room, 2 Queen Beds"
"Standard Room, Mountain View (Scenic)"
"Standard Room, Lagoon View"
"Standard Room, Ocean View"
"Standard Room, Oceanfront"
"City Room, City View"
"Room, Partial Ocean View"
"Deluxe Room, Corner"
"Room, Ocean View "
"Room, 1 King Bed, City View"
"Room, 2 Double Beds, City View"
"Room, 2 Double Beds, Partial Ocean View"
"Room, 2 Double Beds, Accessible, Partial Ocean View"
"Room, 2 Double Beds, Ocean View (Diamond Head)"
"Club Room, 1 King Bed, Oceanfront"
"Club Suite, 1 King Bed, Accessible, Ocean View"
"Club Suite, 1 King Bed, Oceanfront (No Resort Charge)"
"Standard Room, Mountain View (City View - Kona Tower) - No Resort Fee"
"Standard Room, Partial Ocean View (Kona Tower) - No Resort Fee"
"Standard Room, Partial Ocean View (Waikiki Tower) - No Resort Fee"
"Standard Room, Ocean View (Waikiki Tower) - No Resort Fee"
"Room, 2 Queen Beds (Waikiki View)"
"Room, Ocean View"
"Room, Oceanfront"
"Regency Club, Mountain View"
"Regency Club, Ocean View"
"Room, 1 King Bed, Ocean View"
"Room, 1 King Bed, Resort View (Alii)"
"Room, 1 King Bed, Accessible, Resort View (Alii, Bathtub)"
"Room, 1 King Bed, Accessible, View (Rainbow, Bathtub)"
"Room, 1 King Bed, Ocean View (Alii)"
"Room, 1 King Bed, Oceanfront (Rainbow)"
"Junior Suite, 1 King Bed, Accessible (Roll-in Shower)"
Deluxe King Room
Standard King Roll-in Shower Accessible
Grand Corner King Room
King Parlor Suite
High-Floor Premium King Room
Double Room with Two Double Beds
King Room - Disability Access
Deluxe King Room
Deluxe Room (Non Refundable)
Two Double Beds - Location Room (19th to 25th Floors)
King Bed - Location Room (19th to 25th Floors)
Deluxe Double Room
Junior Suite
Signature Two Queen
Signature One King
Premium Two Queen
Corner King Studio
Club Two Queen
Club One King
Club Premium Two Queen
One Bedroom Suite
Deluxe King Or Queen Room
Deluxe King Or Queen Room with Lake View
Club Level King Or Queen Room with City View
Club Level King Or Queen Room with Water View
Deluxe Room - One King Bed
Deluxe Room - Two Queen Beds
Royal Club Premier Room - One King Bed
Double Room with Two Double Beds
King Room
Executive King Room
King Suite
Queen Room
Luxury Queen
Luxury King
Luxury Double Room
Deluxe King Room
Signature Double
Signature King
Gold King Suite
Business King Room - Exclusive access to Gold Floor Lounge
King Room
Double Room with Two Double Beds
Business King Room
Queen Room With City View
Business Double Room With Two Double Beds
Queen Room With Two Queen Beds and City View
Deluxe Suite
Queen Room - Disability Access
